Id,SalePrice
2658,150409.8034396974
2718,176555.3315257527
2414,212760.35904246639
1989,100963.661588846
625,159153.21951938898
333,115319.03684884188
1327,103212.78841844366
858,131304.1474222969
95,224524.40642224022
1568,149418.7771353949
2482,163660.53786306307
1364,117916.67743686317
2584,153879.7999275684
818,318085.45235576277
2673,151905.0599960922
2089,135407.28927506556
1297,140443.40897233796
790,123750.35410798069
2616,178966.52953526346
720,178923.43809099073
222,127830.88564525939
557,109620.89112595566
1148,187577.31486761197
2766,142019.89820843775
534,182040.4263635649
1452,113368.9761644691
630,121410.96846312407
2648,114210.47880553847
125,142469.2181840782
1904,76220.5523451887
1670,99482.66412400716
756,96871.94986724191
717,196219.2273990698
1032,134885.15346422166
852,209260.9184699109
1731,210143.25719428313
2639,110426.71490266029
2071,96170.03382485226
1267,116280.62906289591
1851,185931.33243145756
567,161845.46626886705
2439,235743.09025102423
1898,126686.94370557365
647,125085.04012526383
2256,201084.34225681997
979,116189.46070851186
1444,230290.2900629955
2485,114680.50776294223
157,118349.72177882039
88,125074.83688134511
2003,112996.1676976514
186,203219.2874972389
1425,251548.56438510472
2695,120095.13237756063
738,114770.81009748284
395,134276.02050157654
1353,172377.33217177808
1878,127001.60930502256
390,175340.46242305898
1456,235571.71568247033
1103,277961.2145354645
1387,105806.69080808887
2070,128757.02367015833
1199,202323.49898339476
2479,186154.09892681515
501,279729.11180776113
2362,99482.66412400716
1718,175610.5204273211
2188,75544.06615980036
1483,151009.06661989144
2557,83620.94372265252
437,337782.99793931446
2224,166461.86004312756
1628,201644.09262602488
397,128588.85216950343
587,179392.66919209177
2182,876504.7234824763
971,157250.0583672941
2611,149291.87110113422
1887,117357.48221887331
2399,298229.3915831628
2148,207657.4404702625
304,119053.79399534427
1997,117118.00429300683
2817,106724.7752643992
1431,194326.92176686428
427,289968.01105202717
263,113812.94822443493
598,159208.65013625758
2895,239400.14492252696
687,146712.11805475206
1822,114899.19428579285
2191,96785.07509050945
179,131424.89817658928
1009,209247.0692655094
2010,117135.2768914401
1991,144339.5338262753
1411,142633.13549985658
1721,245847.4963971259
1144,196013.68495285424
593,251032.77205200188
575,235491.96256729832
1249,177773.53934008407
1604,128379.07915259767
1064,422082.3020968692
1923,148810.36813671066
1988,104457.24537888875
2325,180622.41363267615
114,195897.28615373725
2700,176995.85366688063
217,134962.85743012166
343,166753.31947945422
386,267896.45728125237
2005,118139.06868798037
2908,137614.94280488213
1814,207486.08332749674
2446,600399.9949647482
208,123886.27347521584
1679,129956.02031629266
822,296055.1461327465
6,189661.06405247032
1781,362588.23047180113
2397,281520.92930475797
2340,292780.2837975574
1618,181007.25477696143
2843,129869.9002208475
1061,357947.2210118377
2786,121400.42717936277
1935,120052.13072464034
1341,116142.08871387587
521,277439.9420265132
2136,120942.16768527596
996,191773.07034010527
227,144673.28686081155
135,147289.13296706555
1167,174501.6638091697
294,214644.0923788119
1776,204763.90370936584
540,174371.11997650992
1717,175610.5204273211
2303,123603.65563446534
116,162900.61101445596
127,121699.72460240425
1371,127949.70942655514
1014,157954.08369848458
1507,114796.15267401548
702,152398.54211061916
750,144970.7086701653
261,166002.82515191138
1559,85290.57979524299
577,213413.38526566894
2812,227468.73903778096
2080,166988.5090538871
1368,122261.07416956115
2376,120969.47358287689
659,95630.52247545523
1235,124381.40209983212
332,107033.64308259865
1917,134606.28375432044
2094,249596.1752841764
1460,305014.1321949275
1471,182368.33186631807
1509,116818.48940834019
1922,122317.0568068377
433,456628.6869319038
460,271661.90218335646
1116,247323.9824267853
1137,153312.1111429454
53,189775.58214197055
2354,277228.9719298608
1475,207980.13128481794
1761,794076.8744226738
842,126333.70454372474
2739,147706.19573901474
2509,181225.95874427364
1007,233562.24556003843
2610,177248.4563206477
1952,91411.37667675743
2719,175523.25465483044
2921,107033.64308259865
1966,132361.47762027357
292,129873.00050654067
1204,221631.8242905125
1829,240066.227425262
2419,212483.34677838229
391,162252.85418987888
798,132128.09759755066
481,210338.35511810516
193,185173.4441315786
555,114190.33728654661
899,85137.7148308299
2357,205038.00788894042
328,125027.44310297126
1356,108071.21391918197
1154,118106.56181628373
1730,186335.31529675514
2249,142411.4390123057
1119,273689.6977275263
2856,124653.77577432593
1394,147873.010019892
2587,118305.55948663385
61,323836.7739027833
2661,180610.41920506046
2711,137427.5821129846
1147,193346.15694038098
757,138921.80289875262
2623,98995.99184993854
2378,168982.28802074736
1413,142259.1874439571
1722,231546.5098608059
1112,217001.51361384604
1623,197181.19114717134
1201,192573.79611084284
1513,98952.2048902087
957,223797.06943340792
1171,273130.0042791149
1145,220494.7173086987
2726,210556.94130026473
703,159730.51238409505
760,86864.80390711043
1964,123555.05783026492
2512,191711.98553025408
159,140230.66077556976
1281,181417.83035481
468,191005.41633369465
290,115912.59845019225
665,96144.76273709093
1463,308650.2096721205
1792,248845.69231936705
923,133704.70288592653
500,272000.8320959426
1408,127212.52074108785
331,92645.26564909791
170,110402.51866387346
2192,91998.10302846295
2571,291419.14937549003
2314,181552.39716403038
2647,97561.7304851109
422,415771.72652851074
2457,292514.90576124156
1838,203011.82107056846
2805,276883.1514115187
1645,163730.62439554327
1711,318182.3413642001
2825,275180.77516170195
322,326231.52818379074
2103,254515.47302800367
342,131855.8673075097
600,97328.23721701841
488,203403.2514454391
1725,309828.8951391356
2246,251599.06897233136
2847,158386.64213991395
806,276683.0122019733
530,256152.26002426867
963,172800.6839822304
2678,85458.8778825227
171,90504.2243681426
2401,407358.0142977964
805,231639.1819801591
2259,209105.53010413417
1748,203225.6907212213
1361,150513.34968652914
1677,144699.5105147797
1406,139992.78781525127
2322,252437.63732251356
688,182566.82538050888
143,134265.43954089258
804,223924.0798138133
1214,157368.86157285908
2828,152156.35680136245
1999,169287.14272277436
2467,218377.07315727122
2665,166586.2098412162
1538,366603.16929790954
398,99373.0860975904
2822,133159.39870163944
2157,150548.23524845904
1856,148775.10240799727
1269,112543.38739565761
2570,125219.42820811622
2320,265630.28830372664
1517,136175.17342191425
2304,124529.97572130253
1312,95624.06364112959
2012,131217.4903384617
506,230163.9003365513
2865,184274.09539842478
2367,134211.94475878176
554,109482.58714683258
238,126645.47874130045
1954,118308.02829046767
2488,180790.8506952119
2291,116737.50938627863
1969,119742.41627170243
2725,130109.72088891415
1482,151009.06661989144
2763,219133.49648423545
503,247292.74402888585
1584,234724.25114504257
1531,150759.6646441467
2210,181564.32029287712
459,312299.3524535328
556,119547.27164708929
1347,136862.10129685723
1290,96573.88580546279
1388,114110.366225726
1571,160453.57489303706
2754,199212.68561298627
765,126822.73798858306
2494,125187.6215466098
2870,182082.53576532035
7,225670.57608026118
1114,218519.37471915132
2418,319052.36883289344
291,176166.65263771146
18,311361.6197816651
39,319021.4366390801
1001,249359.38856233808
2442,269808.25243026024
616,118371.01323882872
2680,94086.957797231
1414,107170.71389522994
289,128163.31935106314
40,247305.2362179655
860,114482.16844659223
409,143680.24309425196
673,125056.59938290078
2427,189011.66849862345
2036,194238.78326223677
2564,149936.5085344783
642,150538.73218521045
1008,192105.31544151896
1908,148598.0917430393
2519,204658.94394208494
1369,91201.14553568291
2855,168770.76170687127
712,95338.68870805575
1943,97111.17636359244
1958,128246.47939342336
107,165224.62104896948
2295,160589.7046218408
704,113413.82356878773
676,129073.92495138972
259,194541.2047422963
93,293088.3250367583
106,265637.3654689122
2315,199367.13879128938
1050,120286.47661844935
1095,211050.93554516754
2709,127606.92985771585
758,162995.2647277396
1496,165819.97659110982
2370,144257.93389048355
2458,254483.67190397895
2733,118714.50429359749
161,306026.36760739837
726,131735.95767962982
845,203894.12857530286
947,283887.19046100543
2232,119265.26178647786
2563,157994.21539850163
2299,131913.85605083447
211,107748.99095892077
605,146189.90602079255
1478,222191.70341756238
2247,251599.06897233136
2274,138898.4903607447
2869,159079.9811888203
967,249563.95845205456
2656,98811.72608371287
667,235750.02430293968
1042,133802.3728307499
2023,149455.22656617686
2447,418123.1004732573
2055,128242.53315545432
2275,264282.61528204416
2204,148407.4721778489
1563,251782.10317815133
483,201128.41267133973
796,133757.2928412522
1526,150854.5081524447
2042,168395.38041944263
442,304663.60286211455
1693,340058.82830003486
1468,234553.29869305337
1430,174188.53119174484
2605,161400.373825142
1529,176800.31603927587
335,130851.22562973744
1287,122339.06200198496
31,121735.82426294516
1785,230013.06612239731
82,177185.2818282259
2620,115786.25943107807
252,196643.76260459903
721,81439.99319722092
2165,177761.86514764477
2316,183440.65779645182
775,116659.21297137879
1558,79521.44507562807
17,231768.99186373336
1022,215034.43779188517
925,113385.01561823249
438,259252.41168946392
1270,134747.5717741641
1272,124166.28513932711
215,122355.86537941878
266,234970.2401132434
2402,274692.8554622509
1250,109412.7024715988
1984,98001.86213136955
1279,136251.7086334483
377,288317.469544135
1252,155459.96805072532
2156,283063.76622472284
499,338614.3612449728
1374,128805.83120946692
2898,282262.5762048288
401,99677.26924177835
2721,157447.32383895104
2078,216413.34370801476
2589,122691.47193661219
1946,223572.8565547086
1334,118509.9727522571
2781,212627.47266233212
431,371284.59620452335
576,204684.51880278377
1474,226037.15118433782
2254,160317.9959960634
2155,285793.84875814494
885,101497.49129021858
643,138965.3372705917
1944,106676.12853272115
480,218322.50513869987
2845,94510.97499690896
2387,320341.8577804794
2407,203449.78630867787
2527,162766.18682433263
2514,184104.22466971618
629,161498.796882445
80,221674.49191524382
1876,133996.16594700434
1546,125475.30230475195
2518,156346.41537642296
2347,152431.8984488397
783,146236.68481610253
1322,71311.96358920609
194,83855.95007677097
1770,276827.19549610437
2143,113368.9761644691
1229,208593.28034075993
511,258778.59351142516
46,205282.587933005
1348,172956.70086989453
2465,216085.8072620089
387,264064.5315296159
873,201729.6124905666
1918,113142.54533699044
2764,264940.1354696387
2184,112413.43313907186
934,158869.4992833031
1920,123821.60792590414
2631,158230.6467994155
1768,749161.0456147562
2040,93875.96287710358
1749,245883.4201395076
834,222080.37326134637
1457,260208.15716007468
79,137681.74042670394
2302,123226.45681180479
1817,126371.80622155992
2755,220422.0016102963
359,182062.62779573034
2059,121221.25689522186
2092,258415.9080251466
2516,243225.6518849722
150,113825.07794399007
1656,153878.3203294198
83,101486.20422608478
2411,176413.1225221178
795,94912.96597135624
2312,263402.89637094626
2917,104409.31855958028
1624,210222.91556936465
2215,314307.67653232685
1211,147222.7697812664
1485,151009.06661989144
1024,156021.67515061615
570,174592.5487144281
2874,128102.86341234644
700,155361.93841621227
2756,212899.0005718179
2022,171958.46053897592
583,233405.8566912691
2392,357132.0415892953
2424,205890.71961069055
212,113115.67433543297
736,114966.77568501173
1610,172346.89242259448
890,105757.12794479485
467,186335.31529675514
578,305154.1422764213
1747,187028.511642566
1149,163701.44354644115
2758,210294.97914956216
857,123647.21537974203
2219,268312.696701602
733,111475.9254575323
2909,142264.57846368456
1798,280514.09784796706
235,108510.91812788608
2366,143356.0623441185
1027,129812.8765399106
1195,113196.09473633676
1303,61890.82672055452
148,167038.45735788197
608,127179.68273851294
2515,220776.29178679298
821,253554.3165940206
2500,311050.10207866755
745,102479.98686705224
741,126529.26264384849
1611,124858.49258750283
2532,124162.97707568631
1081,208021.88843301538
1692,400355.94292842277
2520,179124.65890686924
276,144001.1662429097
1992,119705.10100814233
663,64687.64521691344
418,156570.66461366045
1733,203555.80676922874
2359,149710.81939712408
253,196988.88107715175
1518,157958.3375575452
2035,136423.94406164275
2919,107033.64308259865
1540,222651.6111491993
2120,127657.3315183301
1674,175465.6081287203
256,145900.56261687004
2361,106413.01977427615
978,98603.99543083599
2280,151646.41527035827
2095,236631.40154199034
1709,329078.9561728814
2801,235808.68302816388
1246,114873.35468938125
2373,143281.3964527656
1055,248859.2904063453
2017,112829.40094119418
1099,295092.03267728013
1344,109764.07520141642
835,180342.6692424556
1117,209375.82975792003
2043,98935.1119829928
2085,133278.92325665205
410,162603.15619689648
2650,119116.48810541502
2867,164279.94550962883
1668,116233.66214943727
1161,183386.35577942393
2122,164758.81951810126
2539,130847.73946454072
1047,149425.87624560282
1445,117204.39276260928
541,135622.91651051026
569,203474.09366738636
1276,120405.42553665965
918,139138.67390473365
326,154154.68823774683
1936,110124.83127910887
895,96464.0140909855
257,135009.26661848242
1241,165987.19102729534
1545,113706.85404307891
1189,156025.83202284086
270,151009.06661989144
2066,185524.21379221178
693,105674.56208542122
1259,117229.86042506379
2916,141383.71082433732
2321,267820.9103467425
1977,102441.57774934277
1895,158603.8411279636
1240,150094.66804156543
85,120519.26255463873
1823,112528.0581231849
825,270499.27350694913
110,209901.47062176137
697,108323.07174225821
2297,110547.26258036256
1231,128595.70422449122
1355,126675.01234559064
968,305780.28957790136
584,232372.99720237328
1315,115128.92530297246
1606,115074.20171174049
