Id,SalePrice
2658,125176.95774080096
2718,194524.65527187556
2414,183003.4796209687
1989,97655.0740238331
625,172215.61329162578
333,99370.17465953236
1327,96855.51227394868
858,152652.83052469048
95,210819.06315965246
1568,153245.21293717323
2482,168058.4257230208
1364,114972.52441844676
2584,163942.4901828347
818,260740.56452210198
2673,152686.11180936644
2089,122711.76939013648
1297,142942.9528250847
790,128422.69085501505
2616,181050.30952183352
720,179679.16650595688
222,150606.82690082496
557,119866.74623571361
1148,205099.0386833456
2766,163983.9636210073
534,182959.42015742717
1452,114202.513589735
630,138963.36047221845
2648,123971.96460969227
125,177226.71435992088
1904,66393.36772057788
1670,110172.2975543089
756,98606.31811276032
717,211868.6274882291
1032,153610.17767995625
852,213709.64615081396
1731,177779.05736660646
2639,97441.1049743029
2071,98013.55034012643
1267,116801.00385120092
1851,194937.04860161938
567,152507.57095925772
2439,210209.80843049102
1898,151269.60079518164
647,135754.74908696886
2256,209920.26962824378
979,99417.13048492184
1444,211668.23848074357
2485,104323.31373390037
157,119704.77992486508
88,127112.43240060854
2003,107295.46969299701
186,174506.3009586975
1425,250869.09140644554
2695,122199.11619317227
738,104401.34138531779
395,144914.53864368485
1353,162276.0990408852
1878,139155.83614578066
390,163047.26789179418
1456,227047.67445972926
1103,312693.48112052254
1387,123824.92048052262
2070,138025.23082358032
1199,176784.71141353872
2479,189686.05735352554
501,328287.4273770153
2362,98022.29798177528
1718,205841.2441304779
2188,72100.58274334129
1483,149866.17005208344
2557,100102.83699324881
437,359935.48944815726
2224,183235.6779929953
1628,169567.1047754695
397,129755.69113204168
587,201347.2827336355
2182,843212.4960126617
971,131687.5836711197
2611,145444.39398460952
1887,104761.9019213748
2399,354795.46134584147
2148,208002.21218611335
304,126429.38528072796
1997,130425.40392201694
2817,126790.7883498459
1431,217924.8356064588
427,385775.87323082506
263,117513.77307503726
598,159461.4257206651
2895,219062.68130250197
687,151049.63588064452
1822,136679.27273362744
2191,109005.44810486758
179,105995.19261183223
1009,206818.05671181166
2010,113304.98389675596
1991,135824.13270332813
1411,168995.59384227803
1721,252842.12258011138
1144,189250.19318161067
593,203413.88571362008
575,325349.2093994532
1249,176577.88890553842
1604,127204.29641584826
1064,569980.5854352706
1923,154877.16461361418
1988,105215.00734124475
2325,171370.03349678346
114,189890.52881664407
2700,196506.7575973044
217,132544.89176158
343,171454.3596190858
386,251742.03749166743
2005,99949.38898971006
2908,129007.42390993699
1814,229700.19119896428
2446,558499.9083533196
208,133300.64892895802
1679,114449.919534177
822,322933.3565355202
6,185144.69749193903
1781,352113.5214603677
2397,286273.92427389865
2340,306204.1288658243
1618,157544.37645574598
2843,143357.04674536377
1061,357533.7093051799
2786,126449.38384171133
1935,131278.57954780548
1341,117842.97551539757
521,280529.5711159499
2136,132186.42537845718
996,194149.0969044573
227,159040.07884213442
135,171469.59144256852
1167,157775.94931709507
294,229570.8207346407
1776,200770.15883171235
540,173244.44775515024
1717,205841.2441304779
2303,116495.82616734691
116,183392.90216582015
127,135021.16029293256
1371,120611.15651735775
1014,178728.80796722585
1507,109900.45599450466
702,131281.58706485335
750,143494.9716016327
261,148725.26108669417
1559,63686.9099907137
577,230583.8626966379
2812,202250.88110793676
2080,173473.4793684584
1368,105953.17855175007
2376,120484.50739516917
659,102371.03861443247
1235,127947.99329829797
332,90384.56368621421
1917,139091.85115263445
2094,243455.53568602828
1460,268140.81085993623
1471,214069.59927296964
1509,119613.3848653014
1922,125311.57081385273
433,547315.2206483254
460,265912.4891414334
1116,240611.86015388896
1137,162801.98870967273
53,175346.4041844815
2354,264716.8475770688
1475,202150.54693506027
1761,656833.6998072127
842,137606.67394105153
2739,184211.80538780172
2509,162177.75811612097
1007,201575.6958981705
2610,185063.2056422357
1952,103612.03924535656
2719,193399.49455623789
2921,94910.28138784443
1966,138972.14137662997
292,126008.16721647361
1204,189944.19287726708
1829,256896.45897770618
2419,182824.99582827833
391,157400.85755441486
798,120061.50950180617
481,184715.96456719408
193,194627.56250858077
555,120067.4348121797
899,83514.2866540553
2357,178245.55244661876
328,122840.03034404946
1356,103872.16148464898
1154,116094.0131862333
1730,174943.5078303999
2249,142254.06293414562
1119,240107.7231099441
2856,132614.0797912355
1394,150666.5563979714
2587,121485.79672988417
61,343771.6366031305
2661,161141.1356416146
2711,139925.77420686962
1147,184943.0725800927
757,134300.2980708066
2623,99518.54667610019
2378,157677.44042178945
1413,132507.28838816518
1722,226494.40454492488
1112,219231.34637334323
1623,176828.96158678827
1201,193750.18438607804
1513,112945.76691715182
957,264340.0390040937
1171,278042.73341564083
1145,196800.74869895403
2726,225244.01180599307
703,152959.515081032
760,88917.69246191326
1964,135531.2286867701
2512,178391.54394284738
159,145722.4138949493
1281,173052.11081546242
468,176498.17612429513
290,119112.86817173833
665,109433.00982875723
1463,267964.83602768613
1792,221552.91973359635
923,152782.11632830053
500,282452.30018012703
1408,145579.0337467894
331,76482.29892485701
170,110801.95448166275
2192,98716.825226155
2571,306037.5311806684
2314,159071.31553277836
