Id,SalePrice
2658,132908.51439596686
2718,193104.31896157653
2414,187200.8580150035
1989,101860.9935867004
625,184452.31262255865
333,106308.39743755477
1327,101439.4284203611
858,152902.17933630652
95,219822.1442198092
1568,169465.28762665662
2482,173731.39551241865
1364,119141.47239272964
2584,175673.4465639547
818,289075.5934140886
2673,158895.57811557304
2089,131818.07567582204
1297,160355.67063610943
790,132925.87773445935
2616,210322.7781130646
720,199117.09221445
222,155811.5944799641
557,122010.86479031111
1148,215872.28872234936
2766,180935.98166373774
534,191364.3546292978
1452,114613.62460357035
630,147474.38293696614
2648,134498.1521681899
125,183852.02473878663
1904,70138.85665867088
1670,113636.26700107145
756,104205.76392570738
717,237254.67319700308
1032,165406.45956175626
852,227853.08068791011
1731,175818.01561252048
2639,106160.7298569123
2071,104887.7903050384
1267,123939.83107187886
1851,196661.07976655377
567,160740.84013800815
2439,216325.83036727665
1898,156963.16885373683
647,150383.99514021716
2256,225122.08596816013
979,109281.70769143841
1444,216988.51964262602
2485,108179.87768089089
157,124796.49232611943
88,131688.56900201054
2003,109698.0475625834
186,186046.71215252142
1425,263854.8228825069
2695,128049.89216565964
738,107938.56270022968
395,151585.0769254175
1353,170531.31268489253
1878,148834.5557949594
390,171940.8179493527
1456,231970.65714029592
1103,324300.8473330962
1387,127107.17366033886
2070,153619.15586644283
1199,177242.8050148816
2479,190708.4611146596
501,346564.2165762676
2362,97493.94318447537
1718,219130.51794804487
2188,79212.49841053665
1483,168631.88234734331
2557,103349.20752505393
437,360605.9984451384
2224,206016.35663129884
1628,172714.47662639205
397,129612.04679862877
587,208242.15994179703
2182,806495.9715222842
971,145422.5177801471
2611,150206.92699151093
1887,104629.43099982005
2399,366993.522737833
2148,222250.7822761549
304,133165.38324084156
1997,141313.55187086065
2817,133121.68634540183
1431,216034.7226210211
427,385594.62854997924
263,123133.25799476386
598,170394.5491263266
2895,237268.36692650002
687,155493.36009330643
1822,136207.60362659092
2191,114296.71613868303
179,107255.43029268007
1009,222700.19456302095
2010,115123.02728311553
1991,146528.67289777438
1411,179832.7349737817
1721,274459.89697630185
1144,193295.8313452228
593,212128.49779428146
575,318746.43988049374
1249,195012.52012035437
1604,129338.40728600677
1064,577934.8279250342
1923,166602.33091715368
1988,109599.34739393195
2325,175569.16407248512
114,196449.84293951257
2700,204090.780332172
217,136614.63038701427
343,182856.33719358762
386,266197.40525257564
2005,113586.69351823167
2908,131288.81863607944
1814,237096.9340885138
2446,560718.651466362
208,149319.40117321323
1679,118300.17212354994
822,338688.4948923719
6,189560.989218234
1781,387135.5383722813
2397,291762.11077283695
2340,334713.4868910494
1618,152527.76246732933
2843,158263.48074106083
1061,367174.59798775666
2786,126980.44035319457
1935,137436.43951599672
1341,122352.30008972272
521,283910.4622095975
2136,135438.34441581124
996,205848.61316520796
227,174481.6972887554
135,180125.90111668684
1167,170765.22527727974
294,245410.5192589795
1776,208437.30598957138
540,182166.04278058428
1717,219130.51794804487
2303,118289.2726937269
116,195186.4052017309
127,140729.1618785707
1371,123512.37652295598
1014,191598.4107418245
1507,110070.40364894945
702,141672.34949076214
750,151006.0134747218
261,146763.07254921092
1559,62855.55025074093
577,239100.98457429223
2812,201032.3431760662
2080,179017.83980712108
1368,103589.78937406908
2376,131429.30824585265
659,108830.10888577891
1235,127156.8935108934
332,93763.87480986636
1917,146647.9249822013
2094,249703.16601673784
1460,284732.0850203191
1471,225044.98349812513
1509,122117.4577270778
1922,129488.43504172137
433,588712.2651361943
460,296676.30309821607
1116,261038.942257611
1137,169027.70040617516
53,183826.93134581912
2354,284619.3545387115
1475,209960.79280120123
1761,676007.8745516437
842,141658.57132527936
2739,189608.1774551947
2509,164138.28120318556
1007,207185.829727088
2610,191038.74091239608
1952,113690.25798895553
2719,197884.58866227945
2921,100237.70027134787
1966,142979.51341233822
292,136123.3380706718
1204,204188.01784361232
1829,271106.186558705
2419,181401.0569602833
391,167737.489236974
798,122615.48224992173
481,189671.17285753306
193,206669.16686446927
555,119644.93990916765
899,92903.52339128009
2357,190368.95218333515
328,137668.93598795417
1356,106055.34643496427
1154,121718.75797320616
1730,184653.47652382916
2249,151140.3031119085
1119,255131.1982059873
2856,146638.38465039543
1394,154538.72937807694
2587,126023.97151406224
61,346212.2341098869
2661,176662.70532159857
2711,139776.704821533
1147,183595.19985296842
757,131704.02834691617
2623,106275.04393188244
2378,167433.32660531366
1413,134635.49195532902
1722,242428.13023206277
1112,223819.36500851417
1623,181518.82537877915
1201,205916.4042787509
1513,119001.84839720794
957,282393.23700427683
1171,282917.11711849563
1145,202218.09513266952
2726,250026.98132640155
703,170814.43299439244
760,93549.21343001143
1964,141715.11509285198
2512,183989.8147752341
159,151890.88374554281
1281,184804.606489649
468,177203.96494094087
290,129995.3852600459
665,117295.4380108781
1463,285717.8790347343
1792,227155.7586046865
923,153715.87487052908
500,288636.6087793466
1408,161074.20583323017
331,81658.34942925227
170,131236.30047260493
2192,110412.40811426978
2571,335087.94855717046
2314,159656.65687036217
2647,90724.51553219135
422,462700.8784194954
2457,360910.773969924
1838,216714.87481717084
2805,256517.3527141328
1645,158694.96974559213
1711,327991.42034096154
2825,254734.66671291142
322,398833.67746565427
2103,267697.81810270547
342,131719.91948482033
600,117558.31803544618
488,188210.53918651532
1725,347028.3910910651
2246,282929.7837323618
2847,174497.83618472487
806,247409.28152562663
530,270670.21542892075
963,193110.0986188292
2678,87471.95807894428
171,81035.34201890999
2401,425082.0963253707
805,238745.4840009685
2259,224048.94224436494
1748,170915.78085464158
1361,138305.7802711641
1677,125905.1893588889
1406,159979.2397729109
2322,250691.71568981878
688,176776.0770305027
143,154529.27137086718
804,207842.88047047352
1214,184735.63075612058
2828,146085.36510470914
1999,172139.38308222964
2467,209878.5432958453
